artists,album_name,track_name,popularity,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,track_genre
Eason Chan,準備中,無條件,54,228973,False,0.646,0.37,0,-10.98,1,0.0351,0.825,5.17e-06,0.09,0.465,129.914,4,cantopop
my little airport,SABINA之淚,QUEEN,46,163775,False,0.453,0.38,7,-13.896,1,0.0422,0.699,0.0136,0.145,0.396,178.211,4,cantopop
my little airport,香港是個大商場,九龍公園游泳池,42,159596,False,0.472,0.344,11,-8.849,1,0.0322,0.348,0.00032,0.0958,0.583,171.77,4,cantopop
my little airport,SABINA之淚,喫煙席,41,126211,False,0.569,0.261,0,-13.836,1,0.0362,0.76,0.000749,0.136,0.232,113.186,4,cantopop
MC 張天賦,老派約會之必要,老派約會之必要,66,223950,False,0.679,0.563,10,-7.009,1,0.0334,0.503,0.0,0.102,0.631,107.014,4,cantopop
my little airport,SABINA之淚,因講了出來,44,161032,False,0.606,0.361,9,-12.514,1,0.0299,0.597,0.000734,0.142,0.635,104.995,4,cantopop
my little airport,適婚的年齡,love disabled,42,164101,False,0.597,0.525,0,-10.269,1,0.0448,0.525,0.000411,0.112,0.638,113.928,4,cantopop
my little airport,SABINA之淚,SABINA之淚,42,140892,False,0.551,0.346,5,-14.207,1,0.0329,0.601,0.0131,0.107,0.459,159.929,4,cantopop
my little airport,SABINA之淚,K同學,43,180781,False,0.629,0.257,8,-13.329,0,0.0442,0.861,1.26e-06,0.18,0.374,77.524,4,cantopop
Karen Mok,這世界那麼多人 (電影《我要我們在一起》主題曲),這世界那麼多人 - 電影《我要我們在一起》主題曲,57,285833,False,0.526,0.184,11,-12.648,1,0.0359,0.95,0.0,0.0778,0.237,143.567,4,cantopop
my little airport,火炭麗琪,驗孕的下晝,39,146979,False,0.672,0.351,7,-9.991,0,0.0368,0.744,0.0015,0.0791,0.721,85.28,4,cantopop
Kay Tse,Binary,囍帖街,58,211720,False,0.612,0.491,0,-7.803,1,0.0295,0.792,0.0,0.127,0.492,125.912,4,cantopop
my little airport,你說之後會找我,Hey Hey Baby,41,139186,False,0.581,0.457,9,-13.459,1,0.0327,0.383,0.00333,0.0999,0.67,89.983,4,cantopop
Ekin Cheng,初夏之戀,I'll Have to Say I Love You in a Song,33,152666,False,0.535,0.681,9,-8.288,1,0.0272,0.822,0.00654,0.106,0.666,133.702,4,cantopop
my little airport,跟你開玩笑,不要把冬天衫放回衣櫃,45,155513,False,0.39,0.629,9,-9.173,1,0.032,0.134,0.000115,0.108,0.404,177.003,4,cantopop
my little airport,適婚的年齡,美麗新香港,42,117263,False,0.475,0.831,9,-8.519,1,0.0516,0.591,4.17e-05,0.201,0.812,151.581,4,cantopop
Faye Wong,如愿,如愿,56,265383,False,0.545,0.316,6,-9.449,0,0.0314,0.614,5.85e-06,0.0896,0.0978,132.882,4,cantopop
Eason Chan,What's Going On...?,富士山下,56,259133,False,0.475,0.44,5,-10.48,1,0.0354,0.499,0.0,0.25,0.528,103.371,4,cantopop
Eason Chan,黑·白·灰,十年,61,205423,False,0.6,0.468,8,-9.126,1,0.0335,0.865,3.13e-06,0.104,0.203,123.987,4,cantopop
Eason Chan,孤勇者 (《英雄聯盟:雙城之戰》動畫劇集中文主題曲),孤勇者 - 《英雄聯盟:雙城之戰》動畫劇集中文主題曲,67,256000,False,0.615,0.535,8,-6.847,0,0.032,0.63,0.0,0.0907,0.293,130.025,4,cantopop
Leo Ku,遊戲 基,必殺技,55,232012,False,0.625,0.507,7,-8.294,1,0.0296,0.574,1.63e-06,0.0892,0.373,136.933,4,cantopop
Beyond,華納廿三週年紀念精選系列 - Beyond,海闊天空,60,239506,False,0.311,0.311,5,-11.516,1,0.0323,0.69,0.0,0.195,0.369,76.951,4,cantopop
Kelly Chen,Kelly Stylish Index,Love Paradise,51,196266,False,0.636,0.449,5,-6.358,1,0.0271,0.822,1.31e-06,0.151,0.301,80.008,4,cantopop
Eason Chan,Shall We Dance? Shall We Talk!,單車,57,211251,False,0.635,0.35,7,-10.591,1,0.0284,0.754,0.0,0.0743,0.307,130.067,4,cantopop
William So,秋日思念絮語,愛一個人好難,0,295960,False,0.545,0.526,11,-10.314,1,0.0462,0.702,0.0,0.151,0.329,78.192,4,cantopop
Jordan Chan,秋日思念絮語,獨家記憶,0,307093,False,0.329,0.506,6,-7.967,1,0.0455,0.586,0.0,0.0841,0.488,159.602,4,cantopop
Kelly Chen,秋日思念絮語,體會,0,265240,False,0.597,0.362,0,-9.809,1,0.0322,0.703,1.36e-05,0.0962,0.233,128.439,4,cantopop
Andy Hui,秋日思念絮語,上弦月,0,225266,False,0.68,0.312,5,-10.804,1,0.0294,0.816,0.0,0.082,0.298,111.219,4,cantopop
Wilfred Lau,Best Cantopop Tunes,二等天使,4,222973,False,0.539,0.502,2,-7.801,1,0.0274,0.448,0.0,0.125,0.464,144.95,4,cantopop
Leslie Cheung,Best Cantopop Tunes,追 - 電影《金枝玉葉》歌曲,1,300760,False,0.541,0.388,0,-9.111,1,0.0252,0.421,4.09e-06,0.097,0.0597,95.22,4,cantopop
Leon Lai,Best Cantopop Tunes,夏日傾情,0,250453,False,0.629,0.438,10,-8.394,1,0.029,0.56,0.0,0.127,0.219,158.027,4,cantopop
Kelly Chen,Best Cantopop Tunes,她比我醜,0,224560,False,0.625,0.43,2,-7.717,1,0.0322,0.696,0.0,0.407,0.297,106.923,4,cantopop
Kay Tse,Best Cantopop Tunes,脆弱,0,269146,False,0.54,0.545,5,-8.674,1,0.0369,0.103,0.0,0.328,0.431,144.584,4,cantopop
Beyond,Best Cantopop Tunes,無悔這一生 - 無綫電視劇「香港雲起時」主題曲,0,239426,False,0.619,0.472,7,-8.762,1,0.0304,0.629,0.0,0.174,0.272,132.041,4,cantopop
Juno Mak;Kay Tse,羅生門,羅生門,50,262285,False,0.455,0.543,5,-7.164,1,0.0483,0.436,0.0,0.0648,0.253,140.118,4,cantopop
Dear Jane,人類不宜飛行,人類不宜飛行,51,237000,False,0.445,0.783,7,-4.879,0,0.0317,0.245,0.0,0.144,0.347,135.981,4,cantopop
Khalil Fong,危險世界,特別的人,56,259079,False,0.563,0.488,11,-7.314,1,0.0349,0.332,0.0,0.187,0.262,139.987,4,cantopop
Beyond,命運派對,光輝歲月,56,302733,False,0.628,0.494,4,-10.86,1,0.0384,0.767,0.0,0.32,0.472,148.165,4,cantopop
Candy Lo;Leehom Wang,不能不愛…盧巧音精選,好心分手,56,180226,False,0.734,0.536,11,-4.686,1,0.0318,0.601,0.0,0.1,0.591,114.036,4,cantopop
my little airport,你說之後會找我,你說之後會找我,39,180906,False,0.558,0.275,0,-14.501,1,0.0309,0.849,0.000901,0.395,0.475,80.009,4,cantopop
my little airport,SABINA之淚,那陣時不知道,41,147188,False,0.588,0.228,5,-14.478,1,0.0306,0.813,0.000328,0.144,0.28,132.005,4,cantopop
my little airport,SABINA之淚,20GB,40,177411,False,0.658,0.318,9,-13.652,0,0.0511,0.806,8.76e-05,0.105,0.518,123.834,4,cantopop
my little airport,你說之後會找我,再殺一個人,40,212620,False,0.612,0.411,9,-12.834,1,0.0694,0.331,0.00338,0.335,0.588,155.956,4,cantopop
Shirley Kwan,All Time Favourites,忘記他,42,200826,False,0.574,0.55,0,-10.008,1,0.026,0.206,1.7e-06,0.35,0.509,99.997,4,cantopop
MC 張天賦,反對無效,反對無效,60,228819,False,0.703,0.607,0,-7.823,1,0.0409,0.716,0.0,0.112,0.819,118.973,4,cantopop
Eason Chan,Life Continues,最佳損友,52,233560,False,0.605,0.542,4,-7.961,1,0.0339,0.81,7.92e-05,0.116,0.324,144.154,4,cantopop
Eason Chan,認了吧,愛情轉移(國),54,259986,False,0.479,0.481,5,-8.072,1,0.0309,0.709,0.0,0.48,0.357,105.255,4,cantopop
Jason Chan,Can't Be Half,你瞞我瞞,55,237733,False,0.65,0.425,9,-7.816,1,0.0266,0.834,0.0,0.12,0.403,75.988,4,cantopop
Eason Chan,認了吧,淘汰,56,285000,False,0.512,0.551,9,-5.483,1,0.0295,0.192,0.0,0.302,0.206,117.978,4,cantopop
Miriam Yeung,Play It Loud Kiss Music Soft,少女的祈禱,49,211106,False,0.574,0.427,4,-7.818,1,0.0483,0.553,0.0,0.101,0.197,121.597,4,cantopop
Faye Wong,傳奇 - 胡思亂想,夢中人,49,261933,False,0.628,0.764,4,-6.77,1,0.0286,0.00488,5.46e-05,0.332,0.163,129.258,4,cantopop
my little airport,介乎法國與旺角的詩意,浪漫九龍塘,38,126734,False,0.732,0.385,0,-10.193,1,0.0544,0.325,2.56e-05,0.0751,0.915,121.925,4,cantopop
MC 張天賦,記憶棉,記憶棉,62,273390,False,0.491,0.533,9,-7.594,1,0.0473,0.393,0.0,0.0944,0.214,149.856,4,cantopop
Karen Mok,我們在中場相遇,慢慢喜歡你,58,221447,False,0.601,0.316,7,-9.55,1,0.0365,0.876,2.64e-05,0.365,0.375,130.118,4,cantopop
Miriam Yeung,Miriam's Music Box,可惜我是水瓶座,56,215333,False,0.537,0.385,3,-6.216,1,0.0391,0.841,0.0,0.0948,0.554,169.98,4,cantopop
Faye Wong,唱遊,紅豆,55,256026,False,0.554,0.408,0,-10.609,1,0.0317,0.27,6.53e-06,0.26,0.17,111.821,4,cantopop
Karen Mok,就是莫文蔚,忽然之間,57,199249,False,0.73,0.335,2,-10.13,1,0.0405,0.674,0.0,0.177,0.332,138.075,4,cantopop
Phil Lam,小眾情人,高山低谷,54,267346,False,0.603,0.405,0,-8.078,1,0.0351,0.724,0.0,0.103,0.353,143.986,4,cantopop
Shiga Lin,I'm Still Loving You,I'm Still Loving You,50,212601,False,0.398,0.4,11,-7.666,1,0.0328,0.452,0.0,0.125,0.322,134.435,4,cantopop
Denise Ho,What Really Matters (加強版),木紋,47,330599,False,0.612,0.561,1,-7.119,1,0.0322,0.0641,0.0,0.278,0.479,128.948,4,cantopop
Jordan Chan,獨家記憶,獨家記憶,58,307093,False,0.486,0.506,6,-7.967,1,0.0343,0.586,0.0,0.0841,0.485,79.914,4,cantopop
my little airport,SABINA之淚,燕,40,121196,False,0.498,0.186,9,-16.167,1,0.046,0.883,0.0124,0.116,0.201,111.394,4,cantopop
李龍基,蜚聲百代系列 李龍基精選,稻草人,29,186960,False,0.328,0.451,1,-8.57,1,0.0352,0.296,0.000441,0.0822,0.686,173.513,4,cantopop
HANA,"但願人長久 (劇集 ""跳躍生命線"" 插曲)","但願人長久 - 劇集 ""跳躍生命線"" 插曲",30,240547,False,0.397,0.136,11,-12.295,0,0.0413,0.854,0.0,0.107,0.232,183.357,4,cantopop
Vivian Chow,萬千寵愛30首,最愛,50,265533,False,0.585,0.353,0,-12.556,0,0.0299,0.738,0.000194,0.26,0.286,112.983,4,cantopop
Hins Cheung,The Brightest Darkness,俏郎君,57,280822,False,0.611,0.411,11,-7.278,1,0.036,0.633,0.0,0.116,0.391,123.728,4,cantopop
Ivana Wong,Best Cantopop Tunes,畫意,0,197826,False,0.621,0.359,11,-7.214,0,0.0411,0.793,0.0,0.135,0.548,110.499,4,cantopop
Vivian Lai,Best Cantopop Tunes,多情,0,249000,False,0.617,0.517,10,-8.579,1,0.0358,0.765,0.0,0.133,0.369,128.207,4,cantopop
Khalil Fong,愛愛愛,愛愛愛,53,215253,False,0.473,0.459,9,-7.348,1,0.0377,0.4,0.0,0.0862,0.346,66.37,4,cantopop
Eason Chan,U 87,葡萄成熟時,48,277040,False,0.521,0.567,10,-5.97,1,0.0307,0.417,0.0,0.183,0.223,125.194,4,cantopop
my little airport,火炭麗琪,明天不要賴床 Baby,36,145568,False,0.676,0.515,5,-9.725,1,0.0442,0.374,3.38e-05,0.0904,0.656,122.014,4,cantopop
Kary Ng,我本人,吳哥窟,49,223013,False,0.492,0.439,8,-6.862,1,0.0267,0.821,2.65e-06,0.118,0.388,147.92,4,cantopop
Mavis Hee,靜聽精彩十三首,傾城,50,255266,False,0.647,0.262,7,-15.539,1,0.0456,0.706,0.0,0.129,0.151,126.117,4,cantopop
my little airport,適婚的年齡,年輕的茶餐廳老闆娘,36,181446,False,0.476,0.418,0,-11.178,1,0.0362,0.666,0.00023,0.137,0.581,155.994,4,cantopop
JC 陳詠桐,Album 1,說散就散,59,230571,False,0.507,0.627,2,-6.804,1,0.125,0.556,0.0,0.229,0.371,139.68,4,cantopop
Eason Chan,Y100,陀飛輪,39,279560,False,0.544,0.309,0,-8.7,1,0.0349,0.936,0.0,0.115,0.376,134.277,4,cantopop
Priscilla Chan,永遠是你的朋友,千千闋歌,52,301000,False,0.637,0.556,4,-8.768,1,0.0386,0.295,2.1e-06,0.218,0.359,135.104,4,cantopop
Denise Ho,梁祝下世傳奇 (2nd Version),勞斯.萊斯,42,270066,False,0.46,0.364,8,-7.953,1,0.0294,0.321,0.0,0.0983,0.367,131.992,4,cantopop
Fiona Sit,F,奇洛李維斯回信,47,242906,False,0.734,0.524,1,-8.971,1,0.028,0.551,3.28e-06,0.115,0.562,118.012,4,cantopop
my little airport,只因當時太緊張,只因當時太緊張,36,155834,False,0.47,0.738,1,-6.569,1,0.032,0.00407,0.0,0.214,0.583,140.053,4,cantopop
my little airport,"我們在炎熱與抑鬱的夏天,無法停止抽煙",讓我搭一班會爆炸的飛機,37,141545,False,0.375,0.774,0,-6.534,1,0.0325,0.00145,0.0,0.0848,0.773,121.254,4,cantopop
Eason Chan,我們 (《後來的我們》電影主題曲),我們 - 《後來的我們》電影主題曲,57,260878,False,0.355,0.0962,9,-14.729,1,0.0395,0.956,1.76e-05,0.0866,0.201,144.58,4,cantopop
Beyond,華納廿三週年紀念精選系列 - Beyond,情人,52,317000,False,0.543,0.445,0,-8.137,1,0.0277,0.375,1.3e-05,0.0586,0.152,143.998,4,cantopop
Serrini,樹木真美,樹木真美,53,246840,False,0.587,0.638,1,-4.205,1,0.0316,0.456,0.0,0.103,0.269,139.996,4,cantopop
Leo Ku,大雄,愛與誠,52,223907,False,0.727,0.408,8,-7.37,1,0.0348,0.863,0.0,0.121,0.509,133.868,4,cantopop
Eason Chan,Stranger Under My Skin,苦瓜,49,278160,False,0.379,0.427,2,-9.284,1,0.048,0.646,0.0,0.109,0.459,185.952,4,cantopop
Kay Tse,KONTINUE,"我可以被這個世界淘汰,但不可以被世界擊敗",36,160079,False,0.665,0.254,0,-12.221,1,0.0295,0.624,0.00223,0.177,0.401,115.006,4,cantopop
Hins Cheung,賽勒斯的愛,賽勒斯的愛,58,249343,False,0.497,0.426,3,-8.605,1,0.0318,0.552,0.0,0.254,0.335,139.577,4,cantopop
Miriam Yeung,千嬅盛放,勇,48,218213,False,0.58,0.544,7,-6.717,1,0.0304,0.39,0.0,0.0894,0.555,104.921,4,cantopop
Jacky Cheung,情不禁- 張學友,每天愛你多一些,56,279440,False,0.682,0.336,1,-12.049,1,0.0253,0.718,0.0,0.133,0.515,100.027,4,cantopop
Sita Chan,Let Me Find Love,蜚蜚,53,216373,False,0.312,0.381,0,-8.935,0,0.0351,0.72,0.0,0.0854,0.189,145.653,4,cantopop
Eason Chan,The Key,任我行,47,278640,False,0.417,0.375,5,-11.861,1,0.0344,0.766,2.41e-05,0.133,0.464,130.416,4,cantopop
Hins Cheung,P.S. I Love You (2nd Edition),只是太愛你,54,248800,False,0.549,0.393,10,-8.691,1,0.0366,0.589,0.0,0.136,0.352,129.521,4,cantopop
Beyond,Back To Black Series - Beyond IV真的愛妳,真的愛妳,52,275280,False,0.526,0.715,0,-5.364,1,0.0333,0.448,0.0,0.109,0.652,154.083,4,cantopop
Jordan Chan,陳小春金碟鐵盒珍藏系列,相依為命,55,235813,False,0.505,0.434,11,-8.439,1,0.0361,0.442,0.0,0.126,0.342,133.12,4,cantopop
Terence Lam,某種老朋友,某種老朋友,57,270000,False,0.363,0.393,8,-12.848,0,0.0507,0.918,0.00641,0.113,0.407,143.865,4,cantopop
Hins Cheung,No. Eleven,春秋,54,259826,False,0.38,0.502,7,-5.508,1,0.027,0.805,0.0,0.2,0.45,98.658,4,cantopop
Hacken Lee,命運符號,月半小夜曲,53,290973,False,0.551,0.297,7,-14.998,0,0.0317,0.737,0.0,0.231,0.237,80.188,4,cantopop
George Lam,Lam's Twenty Greatest Hits,在水中央,27,224493,False,0.65,0.319,0,-15.446,0,0.0325,0.721,0.00155,0.115,0.53,79.822,4,cantopop
Khalil Fong,Timeless,Nothing's gonna change my love for you,52,209440,False,0.631,0.514,0,-9.457,1,0.0307,0.374,6.14e-06,0.09,0.385,131.499,4,cantopop
Eason Chan,The Line-Up,明年今日,54,206117,False,0.67,0.397,8,-10.87,1,0.0417,0.71,0.0,0.11,0.214,123.969,4,cantopop
HANA,"不相信別人 (劇集 ""刑偵日記"" 片尾曲)","不相信別人 - 劇集 ""刑偵日記"" 片尾曲",27,230231,False,0.681,0.453,3,-6.875,0,0.0338,0.734,0.0,0.112,0.36,123.934,4,cantopop
彭家麗,彭家麗 至愛精選,"是不是這樣的夜晚, 你才會這樣的想起我",27,248400,False,0.544,0.424,7,-9.348,1,0.0445,0.553,0.0,0.127,0.171,67.09,4,cantopop
Christopher Wong;Vivian Chow,黃凱芹給您留念30首,情未了,27,266493,False,0.652,0.318,10,-11.859,1,0.0296,0.508,5.42e-05,0.129,0.0823,134.012,4,cantopop
Eason Chan,打得火熱,K歌之王,51,222351,False,0.346,0.349,2,-9.428,1,0.0355,0.754,1.46e-06,0.381,0.271,78.634,4,cantopop
Khalil Fong,The Soulboy Collection,三人遊,25,237426,False,0.478,0.389,0,-10.006,1,0.0493,0.704,0.0,0.232,0.446,128.202,4,cantopop
新青年理髮廳,晚安晚安,一個人回家,39,283972,False,0.689,0.227,10,-10.294,1,0.0333,0.694,0.0,0.106,0.308,73.172,4,cantopop
Dear Jane,銀河修理員,銀河修理員,46,232224,False,0.425,0.792,7,-5.252,1,0.0505,0.319,0.0,0.128,0.367,140.007,4,cantopop
Jacky Cheung,吻別,吻別,54,302093,False,0.555,0.375,6,-13.034,1,0.0378,0.611,6.78e-05,0.372,0.258,121.895,4,cantopop
Anthony Wong,明哥之歌,親愛的瑪嘉烈,30,247906,False,0.444,0.651,10,-6.048,1,0.029,0.208,3.13e-06,0.117,0.381,171.9,4,cantopop
Kaho Hung,還原淚,還原淚,56,213969,False,0.427,0.444,1,-7.045,1,0.0287,0.685,0.0,0.112,0.595,150.256,4,cantopop
my little airport,適婚的年齡,今晚講嘢夜唔夜,35,161384,False,0.498,0.393,0,-10.855,1,0.0322,0.869,0.000614,0.151,0.561,140.95,4,cantopop
Faye Wong,執迷不悔,執迷不悔,52,273840,False,0.624,0.422,10,-8.742,1,0.0321,0.588,0.0,0.131,0.134,139.865,4,cantopop
my little airport,適婚的年齡,給親戚看見我一個人食吉野家,34,155533,False,0.673,0.434,9,-11.008,0,0.0292,0.744,0.000111,0.125,0.858,94.544,4,cantopop
Serrini,Don't Text Him,油尖旺金毛玲,40,281265,False,0.472,0.524,8,-7.15,1,0.0267,0.565,0.00196,0.178,0.318,143.946,4,cantopop
my little airport,適婚的年齡,京都民宿夜,35,137351,False,0.576,0.527,0,-10.013,1,0.0293,0.565,0.000676,0.166,0.559,79.311,4,cantopop
Faye Wong,討好自己,愛與痛的邊緣,53,273773,False,0.62,0.411,5,-11.425,0,0.0288,0.514,1.83e-06,0.199,0.534,113.29,4,cantopop
Denise Ho,Awakening,癡情司,36,298080,False,0.27,0.241,8,-11.415,1,0.031,0.768,2.46e-06,0.0628,0.312,174.29,4,cantopop
Faye Wong,只愛陌生人,百年孤寂,46,317506,False,0.489,0.728,0,-5.509,1,0.0355,0.0148,0.0,0.113,0.289,149.911,4,cantopop
Denise Ho,艷光四射,明目張膽,43,275612,False,0.512,0.596,5,-6.019,1,0.038,0.56,0.0,0.124,0.272,147.107,4,cantopop
Dear Jane,Limerence,銀河修理員,49,232224,False,0.425,0.792,7,-5.252,1,0.0505,0.319,0.0,0.128,0.367,140.007,4,cantopop
Hins Cheung,Urban Emotions,櫻花樹下,54,249986,False,0.415,0.498,9,-5.022,1,0.0278,0.659,0.0,0.197,0.3,143.68,4,cantopop
Wilfred Lau,Stat UP,思覺失調,56,205933,False,0.627,0.409,8,-7.355,1,0.0291,0.66,0.0,0.181,0.381,135.989,4,cantopop
Miriam Yeung,Miriam,野孩子,50,221706,False,0.624,0.375,2,-8.522,1,0.0505,0.751,0.0,0.323,0.521,120.06,4,cantopop
my little airport,在動物園散步才是正經事,"Victor, Fly Me to Stafford",37,134414,False,0.622,0.524,9,-7.626,0,0.0282,0.693,0.00263,0.094,0.733,152.972,4,cantopop
Andy Lau,如果你是我的傳說,難免有錯,26,334853,False,0.529,0.409,9,-10.092,1,0.0296,0.696,1.73e-06,0.163,0.102,126.672,4,cantopop
Leo Ku;Edan 呂爵安,飄流教室,飄流教室,59,274716,False,0.527,0.418,7,-8.169,1,0.0296,0.882,0.0,0.0889,0.631,109.675,4,cantopop
Keeva Mak,More Than Love,好得很,49,244000,False,0.553,0.52,8,-7.261,1,0.0306,0.78,2.95e-06,0.131,0.523,114.059,4,cantopop
Joey Yung,我的驕傲,心淡,53,248786,False,0.66,0.487,5,-6.757,1,0.0333,0.7,0.0,0.159,0.375,125.914,4,cantopop
Kay Tse,KONTINUE,獨家村,41,260333,False,0.644,0.49,0,-7.269,1,0.0331,0.781,0.0,0.134,0.447,116.027,4,cantopop
C AllStar,人類世,留下來的人,53,244735,False,0.402,0.435,1,-8.005,1,0.0341,0.504,0.0,0.0866,0.35,157.204,4,cantopop
Leon Lai,愛得太傻,但願不只是朋友,25,256839,False,0.65,0.594,0,-7.484,0,0.0256,0.0504,0.000162,0.188,0.486,122.164,4,cantopop
陳美玲,浪漫情懷,欲斷難斷,26,242613,False,0.788,0.578,0,-9.998,1,0.0303,0.334,3.09e-06,0.247,0.561,119.089,4,cantopop
Johnny Ip,笑傲人生,戲劇人生,27,240426,False,0.562,0.381,9,-17.097,0,0.0478,0.514,6.27e-06,0.11,0.363,77.95,4,cantopop
Sandy Lam,林憶蓮,至少還有你,57,274800,False,0.479,0.542,4,-5.588,1,0.0322,0.531,5.19e-06,0.137,0.347,124.692,4,cantopop
Mr.,If I Am…,森林,52,306880,False,0.525,0.479,5,-7.768,1,0.0299,0.0495,0.0,0.13,0.359,75.012,4,cantopop
C AllStar,我們的胡士托,天梯,52,271787,False,0.679,0.444,2,-6.88,1,0.0376,0.679,0.0,0.0774,0.413,121.834,4,cantopop
Leo Ku;MC 張天賦,自我安慰,自我安慰,58,308622,False,0.546,0.409,10,-7.318,1,0.031,0.756,0.0,0.0764,0.412,84.116,4,cantopop
Eason Chan,Shall We Dance? Shall We Talk!,Shall We Talk,48,227207,False,0.329,0.309,0,-10.255,1,0.0355,0.816,0.0,0.141,0.496,172.599,4,cantopop
Leon Lai,Love & Promises (特別版),一言為定,25,203033,False,0.495,0.373,1,-8.493,1,0.0288,0.728,5.43e-06,0.161,0.367,134.977,4,cantopop
Byejack;Trickie Bonnie,螢火 Firefly,螢火 Firefly,26,219000,False,0.513,0.768,7,-6.336,0,0.0354,0.117,0.0,0.362,0.493,136.904,4,cantopop
Terence Lam,SEVEN,在空中的這一秒,56,226646,False,0.563,0.491,3,-8.256,1,0.0332,0.589,0.0,0.108,0.331,91.071,4,cantopop
Terence Lam,MAJOR IN MINOR,一人之境 in C major,55,195424,False,0.711,0.315,0,-11.211,1,0.034,0.742,0.0,0.121,0.232,122.052,4,cantopop
Christopher Wong,Best Cantopop Tunes,雨中的戀人們,0,260066,False,0.697,0.497,6,-8.396,0,0.0274,0.393,0.000137,0.0998,0.307,128.974,4,cantopop
my little airport,香港是個大商場,milan,34,104242,False,0.407,0.307,4,-11.93,1,0.163,0.783,0.000432,0.0747,0.286,174.51,4,cantopop
Eason Chan,是但求其愛,是但求其愛,49,269000,False,0.326,0.272,6,-9.536,1,0.0434,0.94,0.00337,0.301,0.253,181.863,4,cantopop
Daniel Chan,從未忘記,劃火柴,52,214533,False,0.545,0.53,6,-8.063,1,0.0264,0.464,0.0,0.311,0.426,136.023,4,cantopop
my little airport,香港是個大商場,"你是浪子,別泊岸",35,108500,False,0.708,0.631,3,-8.388,1,0.0408,0.176,0.000383,0.104,0.503,102.987,4,cantopop
my little airport,香港是個大商場,西西弗斯之歌,34,135903,False,0.617,0.527,8,-7.372,1,0.0449,0.129,0.0,0.0903,0.959,116.014,4,cantopop
my little airport,只因當時太緊張,春天在車廂裡,33,160092,False,0.437,0.358,11,-10.798,1,0.0314,0.259,0.000185,0.156,0.512,144.905,4,cantopop
Mr.,If I Am…,遇到了,46,261733,False,0.385,0.456,6,-9.695,1,0.031,0.746,0.0,0.102,0.381,184.011,4,cantopop
Shiga Lin,到此為止,到此為止,54,261571,False,0.566,0.292,8,-11.589,1,0.0312,0.621,4.05e-06,0.152,0.396,135.818,4,cantopop
Joey Yung,東京人壽,東京人壽,44,257099,False,0.451,0.813,3,-4.939,1,0.0506,0.198,0.0,0.332,0.341,142.14,4,cantopop
Sandy Lam,陪著我走in search of lost time,分分鐘需要你,47,252453,False,0.791,0.269,9,-17.08,1,0.037,0.776,0.000202,0.124,0.591,110.017,4,cantopop
Anthony Wong,廿一世紀精選,"暗湧 - 電影""愈快樂愈墮落""歌曲",31,229053,False,0.406,0.626,0,-6.651,0,0.0341,0.0917,0.00424,0.315,0.442,80.889,4,cantopop
Miriam Yeung,電光幻影,處處吻,42,199041,False,0.758,0.794,1,-4.734,0,0.0405,0.364,0.0,0.099,0.77,119.021,4,cantopop
Khalil Fong,Timeless,紅豆,50,236093,False,0.484,0.248,6,-13.931,1,0.0466,0.386,1.66e-05,0.319,0.256,121.969,4,cantopop
Karen Mok,如果沒有你,如果沒有你,52,287013,False,0.507,0.281,11,-11.657,1,0.0307,0.758,0.0,0.211,0.264,125.893,4,cantopop
HANA,"從未說起 (劇集 ""跳躍生命線"" 片尾曲)","從未說起 - 劇集 ""跳躍生命線"" 片尾曲",25,247731,False,0.617,0.367,6,-10.419,0,0.0334,0.583,0.0,0.288,0.346,137.946,4,cantopop
Kay Tse,我的波利海妮婭,我的波利海妮婭,38,240920,False,0.682,0.682,6,-6.761,0,0.037,0.316,0.0,0.132,0.435,113.912,4,cantopop
Faye Wong,王菲97,人間,47,285266,False,0.603,0.298,4,-11.761,0,0.0278,0.743,8.62e-06,0.267,0.298,130.041,4,cantopop
Ekin Cheng,金碟鐵盒珍藏系列 - 鄭伊健,無處不在,24,210413,False,0.645,0.684,0,-6.95,1,0.0291,0.435,0.0,0.0689,0.328,128.994,4,cantopop
Jay Fung,給缺席的人唱首歌,給缺席的人唱首歌,56,237985,False,0.599,0.526,0,-8.214,1,0.0316,0.601,0.0,0.127,0.413,134.038,4,cantopop
Fiona Sit,Electric Angel,給十年後的我,46,149733,False,0.564,0.136,5,-16.534,1,0.0387,0.961,0.00235,0.111,0.388,119.856,4,cantopop
Eason Chan,Live For Today,歲月如歌,51,207852,False,0.592,0.427,3,-6.759,1,0.0281,0.834,2.98e-06,0.106,0.453,139.908,4,cantopop
Kay Tse,Yelling,年度之歌,47,240626,False,0.499,0.333,0,-9.977,1,0.0282,0.784,0.0,0.119,0.362,107.548,4,cantopop
Aaron Kwok;Frankie,郭富城精選2006,鐵幕誘惑,24,246960,False,0.773,0.869,1,-6.239,1,0.0689,0.0617,5.41e-05,0.102,0.426,110.23,4,cantopop
Twins,相愛 6 年 (珍藏版),下一站天后,43,205839,False,0.569,0.569,11,-5.508,1,0.0252,0.258,0.0,0.145,0.474,76.044,4,cantopop
Beyond,Deliberate 猶豫 (Remastered 2020),不再猶豫,48,254720,False,0.639,0.742,4,-8.51,0,0.0451,0.284,0.0,0.132,0.864,133.763,4,cantopop
